reporting_date,academic_term_name,partner_id,program_started,program_model,commitment_level,grade_levels,rostered_learners,active_learners,very_active_learners
2024-09-06,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2748,2414,1
2024-12-10,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2704,2612,476
2024-09-28,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2743,2564,12
2024-10-28,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2731,2612,137
2024-09-10,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2751,2459,1
2024-09-05,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2747,2374,1
2024-10-16,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2727,2606,67
2024-12-07,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2701,2608,452
2024-10-18,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2723,2605,80
2024-09-25,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2745,2536,7
2024-12-04,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2701,2606,408
2024-09-11,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2751,2467,1
2024-10-09,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2733,2593,41
2024-10-04,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2741,2592,33
2024-12-25,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2700,2605,549
2024-10-31,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2730,2611,163
2024-11-11,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2721,2608,239
2024-09-13,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2749,2491,1
2024-10-22,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2724,2604,103
2024-11-03,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2730,2612,171
2024-11-08,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2724,2612,233
2024-09-14,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2749,2491,1
2024-12-11,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2699,2607,490
2024-11-12,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2720,2612,267
2024-12-16,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2699,2605,532
2024-10-29,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2733,2614,145
2024-11-05,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2726,2613,182
2024-10-12,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2727,2597,48
2024-09-03,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2741,2118,1
2024-10-25,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2727,2608,133
2024-11-17,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2717,2613,314
2024-09-15,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2749,2491,1
2024-11-21,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2712,2612,359
2024-12-17,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2699,2605,543
2024-12-30,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2700,2605,550
2024-10-03,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2742,2589,28
2024-10-19,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2720,2602,80
2024-11-04,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2730,2617,177
2024-10-15,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2727,2603,59
2024-12-28,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2700,2605,550
2024-10-21,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2720,2602,88
2024-10-27,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2726,2607,133
2024-11-13,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2720,2615,276
2024-10-20,2024 - 2025 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,true,Model A,High,2-6,2720,2602,81
2024-11-09,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,257,217,5
2024-11-01,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,882,217,0
2024-12-22,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,860,430,0
2024-11-02,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,881,217,0
2024-12-19,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,860,430,0
2024-10-23,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,884,108,0
2024-10-20,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,878,87,0
2024-09-05,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,254,143,0
2024-09-13,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,879,38,0
2024-09-06,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,886,27,0
2024-12-24,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,860,430,0
2024-10-02,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,244,197,0
2024-10-21,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,883,87,0
2024-11-24,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,222,6
2024-09-02,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,253,143,0
2024-09-10,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,880,26,0
2024-12-19,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,228,12
2024-11-29,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,868,300,0
2024-09-19,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,179,0
2024-09-08,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,882,27,0
2024-11-30,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,866,299,0
2024-09-09,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,885,27,0
2024-09-22,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,882,38,0
2024-11-01,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,253,213,2
2024-09-18,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,178,0
2024-10-13,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,204,0
2024-11-09,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,876,229,0
2024-12-16,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,227,11
2024-09-21,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,882,38,0
2024-09-21,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,179,0
2024-09-30,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,244,181,0
2024-10-31,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,251,212,2
2024-11-13,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,878,235,0
2024-09-15,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,242,159,0
2024-12-27,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,860,430,0
2024-09-02,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,890,27,0
2024-11-19,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,222,6
2024-12-28,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,228,12
2024-12-28,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,860,430,0
2024-11-27,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,261,223,6
2024-11-08,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,878,230,0
2024-09-29,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,881,38,0
2024-10-07,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,244,204,0
2024-10-09,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,879,70,0
2024-09-16,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,884,38,0
2024-11-10,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,876,229,0
2024-12-26,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,860,430,0
2024-11-22,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,222,6
2024-12-29,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,860,430,0
2024-09-23,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,882,38,0
2024-12-15,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,865,388,0
2024-12-10,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,227,11
2024-09-04,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,254,143,0
2024-09-27,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,881,38,0
2024-10-08,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,204,0
2024-12-06,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,874,306,0
2024-09-07,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,246,159,0
2024-09-01,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,253,143,0
2024-10-02,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,880,40,0
2024-10-27,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,881,136,0
2024-11-24,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,871,300,0
2024-12-21,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,228,12
2024-11-08,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,257,217,5
2024-09-03,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,886,27,0
2024-11-14,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,259,220,5
2024-11-06,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,255,216,4
2024-11-04,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,253,213,3
2024-12-07,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,226,10
2024-10-18,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,878,87,0
2024-09-18,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,885,39,0
2024-11-17,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,875,235,0
2024-12-18,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,863,429,0
2024-10-28,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,249,210,1
2024-10-26,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,881,136,0
2024-10-15,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,875,73,0
2024-10-28,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,885,160,0
2024-10-14,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,875,68,0
2024-10-03,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,882,40,0
2024-11-15,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,876,235,0
2024-12-30,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,228,12
2024-09-24,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,879,38,0
2024-09-29,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,244,181,0
2024-12-01,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,866,299,0
2024-11-06,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,880,228,0
2024-11-22,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,876,300,0
2024-12-02,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,866,299,0
2024-12-14,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,227,11
2024-12-27,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,228,12
2024-10-11,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,204,0
2024-11-23,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,222,6
2024-09-03,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,253,143,0
2024-09-09,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,246,161,0
2024-12-15,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,227,11
2024-12-03,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,224,9
2024-09-05,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,886,27,0
2024-11-18,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,259,222,5
2024-12-06,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,226,9
2024-10-30,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,251,211,2
2024-12-26,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,228,12
2024-10-25,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,249,210,1
2024-10-06,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,244,204,0
2024-10-12,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,204,0
2024-09-11,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,248,162,0
2024-10-25,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,884,138,0
2024-11-28,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,868,300,0
2024-12-05,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,871,306,0
2024-10-06,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,879,39,0
2024-11-18,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,877,256,0
2024-10-30,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,885,189,0
2024-10-03,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,244,203,0
2024-10-24,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,248,209,1
2024-11-25,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,263,223,6
2024-11-03,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,881,217,0
2024-11-23,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,871,300,0
2024-12-30,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,860,430,0
2024-09-22,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,179,0
2024-10-22,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,883,87,0
2024-10-17,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,204,0
2024-11-16,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,259,220,5
2024-10-19,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,204,0
2024-09-27,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,244,181,0
2024-11-13,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,257,220,5
2024-10-19,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,878,87,0
2024-12-12,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,227,11
2024-10-20,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,243,204,0
2024-12-13,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,227,11
2024-09-19,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,883,38,0
2024-12-23,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,260,228,12
2024-11-02,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,253,213,2
2024-10-21,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,244,204,0
2024-10-26,2024 - 2025 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,true,Model A,Low,3-12,249,210,1
2024-09-17,2024 - 2025 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,true,Model A,Low,3-12,882,38,0
